"File ID","Document Title","Document Description","Agency Involvement (pipe-separated)","Retrieval Date","Retrieval Source","Retrieved By","Year","Location","Document Type","Additional Labels (pipe-separated)"
"2-CAFAC_78450-78452.txt","CALIFORNIA SEAFOOD MARKETING RESEARCH AND DEVELOPMENT ACT FAC Ch. 23 (commencing with FAC § 78401) Div. 22 Part 3",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFAC_78475-78496.txt","CALIFORNIA SEAFOOD MARKETING RESEARCH AND DEVELOPMENT ACT FAC Ch. 23 (commencing with FAC § 78401) Div. 22 Part 2",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFAC_78500-78504.txt","CALIFORNIA SEAFOOD MARKETING RESEARCH AND DEVELOPMENT ACT FAC Ch. 23 (commencing with FAC § 78401) Div. 22 Part 1",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFAC_78525-78527.txt","CALIFORNIA SEAFOOD MARKETING RESEARCH AND DEVELOPMENT ACT FAC Ch. 23 (commencing with FAC § 78401) Div. 22 Part 0",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFAC_78550-78564.txt","CALIFORNIA SEAFOOD MARKETING RESEARCH AND DEVELOPMENT ACT FAC Ch. 23 (commencing with FAC § 78401) Div. 22 Part 1",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFAC_78575-78588.txt","CALIFORNIA SEAFOOD MARKETING RESEARCH AND DEVELOPMENT ACT FAC Ch. 23 (commencing with FAC § 78401) Div. 22 Part 2",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFAC_79000-79009.txt","FAC Ch. 25 (commencing with FAC § 79000) Div. 22 Part 2.",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFAC_79020-29026.txt","FAC Ch. 25 (commencing with FAC § 79000) Div. 22 Part 2.",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFAC_79040-79057.txt","FAC Ch. 25 (commencing with FAC § 79000) Div. 22 Part 2.",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFAC_79061-79081.txt","FAC Ch. 25 (commencing with FAC § 79000) Div. 22 Part 2.",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFAC_79100-79104.txt","FAC Ch. 25 (commencing with FAC § 79000) Div. 22 Part 2.",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFAC_79120-79132.txt","FAC Ch. 25 (commencing with FAC § 79000) Div. 22 Part 2.",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFAC_79140-79145.txt","FAC Ch. 25 (commencing with FAC § 79000) Div. 22 Part 2.",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFAC_8670-1-8670-73.txt","OIL SPILL RESPONSE AND CONTINGENCY PLANNING",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_0001-0089.txt ","FGC Sec 1-89 General Definitions",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_0090-0099.txt","FGC Sec 90-99.5 Marine Life Definitions",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_1000-1019.txt","FGC § 1000",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_10500-10741.txt","Division 7 (commencing with § 10500)",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_1068-1069.txt","FGC § 1068",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_10770-10932.txt","Specific Refuge Boundaries",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_1120-1126.txt","FGC  Article 3 (commencing with § 1120) Ch. 3 Div. 2",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_1150.txt","FGC § 1150",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_1170-1175.txt","FGC Sec 1170-1175 Private Nonprofit Hatcheries",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_1200-1206.txt","FGC Article 6 (commencing with § 1200) Ch. 3. Div. 2",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_13000-13014.txt","FGC § 13014",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_1345-1355.txt","FGC § 1348",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_14000-14105.txt","FGC Division 11 (commencing with §  14000)",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_15000-15703.txt","FGC Division 12 (commencing with § 15000)",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_1525-1530.txt","FGC § 1528",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_1590-1591.txt","FGC Article 5 (commencing with § 1590) Ch. 5 Div. 2",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_1700.txt","FGC § 1700",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2000-2019.txt","FGC Chapter 1 (commencing with § 2000) Div.3",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_200-250.txt","Fish and Game Code Div. 1  § 200-250",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2080-2085.txt","Article 3 (commencing with § 2080) Ch. 1.5 Div. 3",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2116-2127.txt","FGC § 2118",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2150-2157.txt","Article 2 (commencing with § 2150)",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2270-2272.txt","Article 3 (commencing with § 2270)",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2300.txt","Chapter 3.5 (commencing with § 2300 Div.3",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2345-2371.txt","Article 1 (commencing with § 2345) Ch. 4 Div. 3",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2580-2589.txt","FGC Chapter 6.5 (commencing with See. 2580) Div. 3",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2600-2602.txt","FGC Chapter 7 (commencing with § 2600) and Chapter 7.5 (commencing with Sec 2700) Div. 3",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2620-2627.txt","FGC Chapter 7 (commencing with § 2600) and Chapter 7.5 (commencing with Sec 2700) Div. 4",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2640-2651.txt","FGC Chapter 7 (commencing with § 2600) and Chapter 7.5 (commencing with Sec 2700) Div. 5",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2700-2702.txt","FGC Chapter 7 (commencing with § 2600) and Chapter 7.5 (commencing with Sec 2700) Div. 6",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2720-2729.txt","FGC Chapter 7 (commencing with § 2600) and Chapter 7.5 (commencing with Sec 2700) Div. 7",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2760-2765.txt","FGC Chapter 8 (commencing with § 2760) Div.3",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_2850etseq.txt","Marine Life Protection Act",,,02/21/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_3000-3012.txt","FGC Chapter 1 (commencing with § 3000) Pt. I Div. 1",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_300-317.txt","FGC § 313-317",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_3031-3039.txt","FGC Chapter 1 (commencing with § 3000) Pt. I Div. 2",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_3049-3055.txt","FGC Chapter 1 (commencing with § 3000) Pt. I Div. 3",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_3080-3087.txt","FGC Chapter 1 (commencing with § 3000) Pt. I Div. 4",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_390-391.txt","FGC § 390",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_400-401.txt","FGC § 400 401",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_4500.txt","FGC Chapter 5 (commencing with § 4500) Pt. 3 Div. 4",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_4700.txt","FGC Chapter 8 (commencing with § 4700) Pt. 3 Div. 4",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_500.txt","FGC § 500",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_5500-5522.txt","FGC Division 6 (commencing with § 5500)",,,03/08/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_5650-5803.txt","POLLUTION (Fish)",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_5900-6100.txt","DAMS CONDUITS AND SCREENS",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_6300-6306.txt","INFECTED OR DISEASED FISH",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_6400-6599.txt","FISH PLANTING AND PROPAGATION",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_6400-6751.txt","KELP AND OTHER AQUATIC PLANTS",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_6850-6896.txt","AMPHIBIA",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_6900-6930.txt","SALMON STEELHEAD TROUT AND ANADROMOUS FISHERIES PROGRAM ACT",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_7050-7051.txt","CONSERVATION AND MANAGEMENT OF MARINE LIVING RESOURCES",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_7055-7059.txt","MARINE FISHERIES GENERALLY  GENERAL POLICIES  CONSERVATION AND MANAGEMENT OF MARINE LIVING RESOURCES",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_7060-7062.txt","Fisheries Science",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_7065-7066.txt","Commission and Department",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_7070-7074.txt","Marine Life Management Act A",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_7075-7078.txt","Marine Life Management Act B",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_7080-7088.txt","Marine Life Management Act C",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_7090.txt","Marine Life Management Act D",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_7100-7232.txt","SPORT FISHING",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_710-714.txt","FGC § 710…",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_7256-7400.txt","Particular Varieties of Fish SPORT FISHING",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_7600-8126.txt","COMMERCIAL FISHING",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_8140-8599.txt","Particular Varieties of Fish COMMERCIAL FISHING",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_8601-8890.txt","Nets COMMERCIAL FISHING",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_9000-9050.txt","Other Means of Taking COMMERCIAL FISHING",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAFGC_9100-9101.txt","Fuel Conservation Assistance Program COMMERCIAL FISHING",,,03/18/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_0001-0026.txt","GC § 22.2",,,03/15/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_0110-0127.txt","GC § 118",,,03/15/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_0160-0172.txt","GC § 170 GC § 171 GC § 172",,,03/15/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_0425.txt","GC § 425.5 GC § 425.6",,,03/15/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_0830-831.txt","GC § 830 GC § 831.2",,,03/09/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_13999.txt","SPACE ENTERPRISE DEV. ACT GC Chapter 5 (commencing with GC § 13999) Title 2 Div. 1 Part 4.7",,,03/09/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_20421.txt","GC § 20421",,,03/09/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_23070-23077.txt","GC Article 2 (comm. with § 23100)  Title 3 Div 0",,,03/09/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_23100-23158.txt","GC Article 2 (comm. with § 23100)  Title 3 Div 1",,,03/09/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_39900-39901.txt","GC Chapter 15",,,03/09/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_39930-39938.txt","GC Chapter 15",,,03/09/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_39961-39965.txt","GC Chapter 15",,,03/09/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_53035-53036.txt","Article 2.5 (commencing with GC section 53035)",,,03/09/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_53398.txt","GC § 53398",,,03/09/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_54090-54093.txt","Article 4 (commencing with § 54090) Ch. 5 Pt. 1 Div. 2 Title 5",,,03/09/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_54280-54281.txt","GC § 54280-54281",,,03/09/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
"2-CAGC_65089-65089.txt","GC § 65089.12.",,,03/09/06,"http://www.leginfo.ca.gov","Julie Ekstrom",2006,"CA","Statute",
