"File ID","Document Title","Document Description","Agencies (pipe-separated)","Retrieval Date","Retrieval Source","Retrieved By","Collection Name","Year","Location","Type","Labels",
"c.r.c.,_c._815.pdf-1288336812.txt","Foreign Vessel Fishing Regulations [C.R.C., c. 815]","","DFO","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/C/C.R.C.,_c._815.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"c.r.c.,_c._407.pdf-1288336883.txt","Fuels Information Regulations, No. 1 [C.R.C., c. 407]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/C/C.R.C.,_c._407.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-90-247.pdf-1288336919.txt","Gasoline Regulations [SOR/90-247]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-90-247.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-94-637.pdf-1288337396.txt","Inclusion List Regulations [SOR/94-637]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-94-637.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-2002-301.pdf-1288337681.txt","Interprovincial Movement of Hazardous Waste Regulations [SOR/2002-301]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2002-301.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-93-56.pdf-1288338032.txt","Marine Mammal Regulations [SOR/93-56]","","DFO","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-93-56.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-93-55.pdf-1288338061.txt","Maritime Provinces Fishery Regulations [SOR/93-55]","","DFO","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-93-55.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"c.r.c.,_c._818.pdf-1288338086.txt","Meat and Poultry Products Plant Liquid Effluent Regulations [C.R.C., c. 818]","","DFO","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/C/C.R.C.,_c._818.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-2002-222.pdf-1288338136.txt","Metal Mining Effluent Regulations [SOR/2002-222]","","DFO","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2002-222.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-2005-73.pdf-1288338559.txt","Natural and Man-made Harbour Navigation and Use Regulations [SOR/2005-73]","","DFO","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2005-73.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"n-22.pdf-1288333496.txt","Navigable Waters Protection Act [N-22]","","TC","04/05/10","http://laws.justice.gc.ca/PDF/Statute/N/N-22.pdf","DFO","Canada DFO","2010","Canada","Statute","Federal",
"c.r.c.,_c._1232.pdf-1288338574.txt","Navigable Waters Works Regulations [C.R.C., c. 1232]","","TC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/C/C.R.C.,_c._1232.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-2005-247.pdf-1288338622.txt","New Substances Notification Regulations (Chemicals and Polymers) [SOR/2005-247]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2005-247.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-2005-248.pdf-1288338624.txt","New Substances Notification Regulations (Organisms) [SOR/2005-248]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2005-248.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-78-443.pdf-1288338630.txt","Newfoundland and Labrador Fishery Regulations [SOR/78-443]","","DFO","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-78-443.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"o-2.4.pdf-1288333566.txt","Oceans Act [1996, c. 31]","","DFO","04/05/10","http://laws.justice.gc.ca/PDF/Statute/O/O-2.4.pdf","DFO","Canada DFO","2010","Canada","Statute","Federal",
"sor-2008-273.pdf-1288340093.txt","PCB Regulations [SOR/2008-273]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2008-273.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-97-109.pdf-1288340096.txt","PCB Waste Export Regulations, 1996 [SOR/97-109]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-97-109.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-2008-178.pdf-1288340134.txt","Perfluorooctane Sulfonate and its Salts and Certain Other Compounds Regulations [SOR/2008-178]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2008-178.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-2000-107.pdf-1288340139.txt","Persistence and Bioaccumulation Regulations [SOR/2000-107]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2000-107.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"c.r.c.,_c._828.pdf-1288340177.txt","Petroleum Refinery Liquid Effluent Regulations [C.R.C., c. 828]","","DFO","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/C/C.R.C.,_c._828.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-89-501.pdf-1288340181.txt","Phosphorus Concentration Regulations [SOR/89-501]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-89-501.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-2008-218.pdf-1288340219.txt","Polybrominated Diphenyl Ethers Regulations [SOR/2008-218]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2008-218.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-2000-55.pdf-1288340231.txt","Port Authorities Operations Regulations [SOR/2000-55]","","DFO","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2000-55.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"c.r.c.,_c._829.pdf-1288340262.txt","Potato Processing Plant Liquid Effluent Regulations [C.R.C., c. 829]","","DFO","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/C/C.R.C.,_c._829.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-2005-41.pdf-1288340689.txt","Prohibition of Certain Toxic Substances Regulations, 2005 [SOR/2005-41]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2005-41.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-2001-154.pdf-1288340789.txt","Public Ports and Public Port Facilities Regulations [SOR/2001-154]","","DFO","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2001-154.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-92-269.pdf-1288340968.txt","Pulp and Paper Effluent Regulations [SOR/92-269]","","DFO","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-92-269.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-92-268.pdf-1288340970.txt","Pulp and Paper Mill Defoamer and Wood Chip Regulation [SOR/92-268]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-92-268.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-92-267.pdf-1288340973.txt","Pulp and Paper Mill Effluent Chlorinated Dioxins and Furans Regulations [SOR/92-267]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-92-267.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-2001-276.pdf-1288341283.txt","Regulations Respecting Applications for Permits for Disposal at Sea [SOR/2001-276]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2001-276.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-2003-105.pdf-1288341735.txt","Seaway Property Regulations [SOR/2003-105]","","DFO","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2003-105.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"s-15.3.pdf-1288333964.txt","Species at Risk Act [2002, c. 29]","","EC|DFO","04/05/10","http://laws.justice.gc.ca/PDF/Statute/S/S-15.3.pdf","DFO","Canada DFO","2010","Canada","Statute","Federal",
"sor-2003-79.pdf-1288342337.txt","Tetrachloroethylene (Use in Dry Cleaning and Reporting Requirements) Regulations [SOR/2003-79]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2003-79.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-2000-66.pdf-1288342472.txt","Tributyltetradecylphosphonium Chloride Regulations [SOR/2000-66]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-2000-66.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"sor-92-631.pdf-1288342637.txt","Vinyl Chloride Release Regulations, 1992 [SOR/92-631]","","EC","04/05/10","http://laws.justice.gc.ca/PDF/Regulation/S/SOR-92-631.pdf","DFO","Canada DFO","2010","Canada","Regulation","Federal",
"98-47.htm-1288343421.txt","A-14 - Assessment Act - 1","","NB-SNB","04/05/10","http://www.gnb.ca/0062/regs/98-47.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"91-158.htm-1288343415.txt","General Regulations A-9.2 - Aquaculture Act - 0","","NB-DAAF","04/05/10","http://www.gnb.ca/0062/regs/91-158.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"a-05-11.htm-1288342852.txt","Agricultural Land Protection and Development Act","","NB-DAAF","04/05/10","http://www.gnb.ca/0062/acts/acts/a-05-11.htm","DFO","Canada DFO","2010","New Brunswick","Statute","Province",
"a-05-3.htm-1288342853.txt","Agricultural Operation Practices Act","","NB-DAAF","04/05/10","http://www.gnb.ca/0062/acts/acts/a-05-3.htm","DFO","Canada DFO","2010","New Brunswick","Statute","Province",
"a-09-2.htm-1288342862.txt","Aquaculture Act","","NB-DAAF","04/05/10","http://www.gnb.ca/0062/acts/acts/a-09-2.htm","DFO","Canada DFO","2010","New Brunswick","Statute","Province",
"a-14.htm-1288342869.txt","Assessment Act","","NB-SNB","04/05/10","http://www.gnb.ca/0062/acts/acts/a-14.htm","DFO","Canada DFO","2010","New Brunswick","Statute","Province",
"87-83.htm-1288343455.txt","Environmental Impact Assessment Regulations C-6 - Clean Environment Act - 2","","NB-DoE","04/05/10","http://www.gnb.ca/0062/regs/87-83.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"2002-19.htm-1288343460.txt","Used Oil Regulations C-6 - Clean Environment Act - 5","","NB-DoE","04/05/10","http://www.gnb.ca/0062/regs/2002-19.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"2008-54.htm-1288343462.txt","Designated Materials Regulations C-6 - Clean Environment Act - 6","","NB-DoE","04/05/10","http://www.gnb.ca/0062/regs/2008-54.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"90-120.htm-1288343466.txt","Protected Area Exemptions C-6.1 - Clean Water Act - 3","","NB-DoE","04/05/10","http://www.gnb.ca/0062/regs/90-120.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"93-203.htm-1288343469.txt","Potable Water Regs C-6.1 - Clean Water Act - 5","","NB-DoE","04/05/10","http://www.gnb.ca/0062/regs/93-203.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"2000-47.htm-1288343470.txt","Wellfield Protected Area Designation Order C-6.1 - Clean Water Act - 6","","NB-DoE","04/05/10","http://www.gnb.ca/0062/regs/2000-47.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"2001-83.htm-1288343471.txt","Watershed Protected Area Designation Order C-6.1 - Clean Water Act - 7","","NB-DoE","04/05/10","http://www.gnb.ca/0062/regs/2001-83.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"2002-13.htm-1288343473.txt","Water Classification Regs C-6.1 - Clean Water Act - 8","","NB-DoE","04/05/10","http://www.gnb.ca/0062/regs/2002-13.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"c-06.htm-1288342903.txt","Clean Environment Act","","NB-DoE","04/05/10","http://www.gnb.ca/0062/acts/acts/c-06.htm","DFO","Canada DFO","2010","New Brunswick","Statute","Province",
"c-06-1.htm-1288342905.txt","Clean Water Act","","NB-DoE","04/05/10","http://www.gnb.ca/0062/acts/acts/c-06-1.htm","DFO","Canada DFO","2010","New Brunswick","Statute","Province",
"0173300002-e.asp.htm.txt","Conservation Tillage BMP","","NB-BMP","","http://www.gnb.ca/0173/30/0173300002-e.asp","DFO","Canada DFO","2010","New Brunswick","BMP","Province",
"af_cpeiaspfeed.pdf.txt","Covered Feedlots- Farmyard Runoff Control BMP","","NB-BMP","","http://www.gov.pe.ca/photos/original/af_cpeiaspfeed.pdf","DFO","Canada DFO","2010","New Brunswick","BMP","Province",
"84-7.htm-1288343575.txt","E-7.1 - Emergency Measures Act - 1","","NB-PS","04/05/10","http://www.gnb.ca/0062/regs/84-7.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"e-07-1.htm-1288342976.txt","Emergency Measures Act","","NB-PS","04/05/10","http://www.gnb.ca/0062/acts/acts/e-07-1.htm","DFO","Canada DFO","2010","New Brunswick","Statute","Province",
"e-09-101.htm-1288342980.txt","Endangered Species Act","","NB-DoE","04/05/10","http://www.gnb.ca/0062/acts/acts/e-09-101.htm","DFO","Canada DFO","2010","New Brunswick","Statute","Province",
"af_cpeiasperos.pdf.txt","Erosion Control Structures BMP","","NB-BMP","","http://www.gov.pe.ca/photos/original/af_cpeiasperos.pdf","DFO","Canada DFO","2010","New Brunswick","BMP","Province",
"2003-8.htm-1288344006.txt","Establishment of Protected Natural Areas Regulation - Protected Natural Areas Act","","NB-DNR","04/05/10","http://www.gnb.ca/0062/regs/2003-8.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"94-43.htm-1288343657.txt","Wildlife Refuges and Wildlife Managmeent Areas Regs F-14.1 - Fish and Wildlife Act - 7","","NB-DNR","04/05/10","http://www.gnb.ca/0062/regs/94-43.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"f-14-1.htm-1288343021.txt","Fish and Wildlife Act","","NB-DNR","04/05/10","http://www.gnb.ca/0062/acts/acts/f-14-1.htm","DFO","Canada DFO","2010","New Brunswick","Statute","Province",
"82-103.htm-1288343649.txt","General Angling Regulation - Fish and Wildlife Act","","NB-DNR","04/05/10","http://www.gnb.ca/0062/regs/82-103.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"2004-57.htm-1288344007.txt","General Regulation - Protected Natural Act","","NB-DNR","04/05/10","http://www.gnb.ca/0062/regs/2004-57.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"84-6.htm-1288343420.txt","General Regulation - Assessment Act","","NB-SNB","04/05/10","http://www.gnb.ca/0062/regs/84-6.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"86-98.htm-1288343810.txt","General Regulation - Mining Act","","NB-DNR","04/05/10","http://www.gnb.ca/0062/regs/86-98.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"85-104.htm-1288343973.txt","General Regulation - Parks Act","","NB-DNR","04/05/10","http://www.gnb.ca/0062/regs/85-104.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"96-126.htm-1288343980.txt","General Regulation - Pesticides Control Act.","","NB-DoE","04/05/10","http://www.gnb.ca/0062/regs/96-126.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"93-92.htm-1288344035.txt","General Regulation - Quarriable Substances Act","","NB-DNR","04/05/10","http://www.gnb.ca/0062/regs/93-92.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"86-191.htm-1288343969.txt","Geophysical Exploration Regulation - Oil and Natural Gas Act","","NB-DNR","04/05/10","http://www.gnb.ca/0062/regs/86-191.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"0173300006-e.asp.htm.txt","Grassed Waterways BMP","","NB-BMP","","http://www.gnb.ca/0173/30/0173300006-e.asp","DFO","Canada DFO","2010","New Brunswick","BMP","Province",
"pe_guidelines_for_manure_management.htm.txt","Guidelines for Manure Management (BMP)","","PEI-BMP","","http://www.gov.pe.ca/af/agweb/index.php3?number=72022&lang=E","DFO","Canada DFO","2010","New Brunswick","BMP","Province",
"pe_manure_appendix.htm.txt","Guidelines for Manure Management (BMP) Appendix","","PEI-BMP","","http://www.gov.pe.ca/af/agweb/index.php3?number=72022&lang=E","DFO","Canada DFO","2010","New Brunswick","BMP","Province",
"82-164.htm-1288343702.txt","Use of Highways Regs H-5 - Highway Act - 0","","NB-DoT","04/05/10","http://www.gnb.ca/0062/regs/82-164.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"af_cpeiasphedge.pdf.txt","Hedgerow and Riparian Zone Tree/Shrub Planting BMP","","PEI-BMP","","http://www.gov.pe.ca/photos/original/af_cpeiasphedge.pdf","DFO","Canada DFO","2010","New Brunswick","BMP","Province",
"h-05.htm-1288343054.txt","Highway Act","","NB-DoT","04/05/10","http://www.gnb.ca/0062/acts/acts/h-05.htm","DFO","Canada DFO","2010","New Brunswick","Statute","Province",
"2010-55.htm-1289448829.txt","Highway Usage Regulations (2010)","","NB-DoT","11/10/10","http://www.gnb.ca/0062/regs/2010-55.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"af_cpeiaspmach.pdf.txt","Improved Stream Crossing for Farm Machinery BMP","","PEI-BMP","","http://www.gov.pe.ca/photos/original/af_cpeiaspmach.pdf","DFO","Canada DFO","2010","New Brunswick","BMP","Province",
"af_cpeiaspirri.pdf.txt","Irrigation Equipment Modifications to Improve Water or Nutrient Use Efficiency BMP","","PEI-BMP","","http://www.gov.pe.ca/photos/original/af_cpeiaspirri.pdf","DFO","Canada DFO","2010","New Brunswick","BMP","Province",
"0173300007-e.asp.htm.txt","Land Clearing BMP","","NB-BMP","","http://www.gnb.ca/0173/30/0173300007-e.asp","DFO","Canada DFO","2010","New Brunswick","BMP","Province",
"2001-66.htm-1288343970.txt","Licence to Search and Lease Regulation - Oil and Natural Gas Act.","","NB-DNR","04/05/10","http://www.gnb.ca/0062/regs/2001-66.htm","DFO","Canada DFO","2010","New Brunswick","Regulation","Province",
"0173300014-e.asp.htm.txt","Livestock Watering Systems for Pasture BMP","","NB-BMP","","http://www.gnb.ca/0173/30/0173300014-e.asp","DFO","Canada DFO","2010","New Brunswick","BMP","Province",
"manureguide_2006lowres.pdf.txt","Manure Management Guidelines (BMP)","","NS-BMP","","http://www.gov.ns.ca/agri/rs/envman/manureguide_2006lowres.pdf","DFO","Canada DFO","2010","New Brunswick","BMP","Province",
